Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Note
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20112013","2011-2013","%","342",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20122014","2012-2014","%","383",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20132015","2013-2015","%","384",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20142016","2014-2016","%","411",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20152017","2015-2017","%","388",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20162018","2016-2018","%","378",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20172019","2017-2019","%","311",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20182020","2018-2020","%","284",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20192021","2019-2021","%","238",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2010","2010","Index","-2.58",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2011","2011","Index","-2.5",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2012","2012","Index","-2.42",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2013","2013","Index","-2.52",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2014","2014","Index","-2.41",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2015","2015","Index","-2.57",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2016","2016","Index","-2.67",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","Index","-2.8",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","Index","-2.76",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","Index","-2.66",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","Index","-2.71",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2010","2010","1000 I$","10.9",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2011","2011","1000 I$","11.2",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2012","2012","1000 I$","9.5",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2013","2013","1000 I$","9.5",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2014","2014","1000 I$","8.6",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2015","2015","1000 I$","6.3",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2016","2016","1000 I$","6.7",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2017","2017","1000 I$","6.7",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2018","2018","1000 I$","5.6",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2019","2019","1000 I$","8.5",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2020","2020","1000 I$","8.6",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2010","2010","kcal/pc/d","18",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2011","2011","kcal/pc/d","62",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2012","2012","kcal/pc/d","58",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2013","2013","kcal/pc/d","59",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2014","2014","kcal/pc/d","53",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2015","2015","kcal/pc/d","43",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2016","2016","kcal/pc/d","22",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2017","2017","kcal/pc/d","26",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2018","2018","kcal/pc/d","27",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2019","2019","kcal/pc/d","31",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2020","2020","kcal/pc/d","32",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2010","2010","%","19.1",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2011","2011","%","20",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2012","2012","%","20.8",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2013","2013","%","21.7",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2014","2014","%","22.5",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2015","2015","%","23.4",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2016","2016","%","24.2",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2017","2017","%","25.1",""
"FS","Suite of Food Security Indicators","004","Afghanistan","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2018","2018","%","25.9",""
